id,cluster
766192790,2
766192791,1
766192792,1
766192793,1
766192794,1
766192795,1
766192796,0
766192797,1
766192798,1
766192799,0
766192800,0
766192801,0
766192802,1
766192803,0
766192804,1
766192805,0
766192806,0
766192807,1
766192808,1
766192809,2
766192810,1
766192811,1
766192812,2
766192813,1
766192814,1
766192815,0
766192816,0
766192817,1
766192818,1
766192819,1
766192820,0
766192821,1
766192822,1
766192823,0
766192824,1
766192825,1
766192826,3
766192827,1
766192828,1
766192829,1
766192830,1
766192831,1
766192832,1
766192833,1
766192834,2
766192835,2
766192836,1
766192837,2
766192838,1
766192839,1
766192840,1
766192841,1
766192842,0
766192843,1
766192844,3
766192845,1
766192846,2
766192847,1
766192848,3
766192849,0
766192850,1
766192851,1
766192852,1
766192853,1
766192854,1
766192855,1
766192856,1
766192857,1
766192858,1
766192859,1
766192860,2
766192861,0
766192862,2
766192863,1
766192864,1
766192865,3
766192866,1
766192867,1
766192868,1
766192869,1
766192870,1
766192871,1
766192872,1
766192873,0
766192874,1
766192875,3
766192876,1
766192877,0
766192878,1
766192879,1
766192880,2
766192881,1
766192882,1
766192883,0
766192884,0
766192885,1
766192886,2
766192887,1
766192888,1
766192889,1
766192890,1
766192891,1
766192892,1
766192893,2
766192894,1
766192895,1
766192896,0
766192897,3
766192898,0
766192899,1
766192900,0
766192901,0
766192902,2
766192903,0
766192904,1
766192905,0
766192906,2
766192907,1
766192908,1
766192909,1
766192910,0
766192911,1
766192912,1
766192913,0
766192914,2
766192915,0
766192916,1
766192917,1
766192918,0
766192919,2
766192920,0
766192921,1
766192922,1
766192923,1
766192924,1
766192925,0
766192926,1
766192927,0
766192928,0
766192929,1
766192930,1
766192931,1
766192932,2
766192933,0
766192934,1
766192935,0
766192936,1
766192937,1
766192938,1
766192939,1
766192940,2
766192941,0
766192942,1
766192943,0
766192944,3
766192945,3
766192946,0
766192947,1
766192948,0
766192949,1
766192950,0
766192951,1
766192952,3
766192953,1
766192954,1
766192955,3
766192956,1
766192957,1
766192958,1
766192959,1
766192960,1
766192961,1
766192962,1
766192963,0
766192964,1
766192965,0
766192966,1
766192967,1
766192968,1
766192969,2
766192970,2
766192971,3
766192972,1
766192973,0
766192974,1
766192975,0
766192976,0
766192977,1
766192978,1
766192979,1
766192980,1
766192981,1
766192982,1
766192983,1
766192984,0
766192985,1
766192986,1
766192987,1
766192988,0
766192989,3
766192990,1
766192991,0
766192992,3
766192993,2
766192994,1
766192995,0
766192996,1
766192997,1
766192998,2
766192999,3
766193000,0
766193001,1
766193002,1
766193003,1
766193004,1
766193005,2
766193006,1
766193007,0
766193008,2
766193009,0
766193010,0
766193011,1
766193012,1
766193013,1
766193014,1
766193015,1
766193016,1
766193017,1
766193018,0
766193019,0
766193020,1
766193021,1
766193022,1
766193023,1
766193024,0
766193025,3
766193026,0
766193027,3
766193028,0
766193029,3
766193030,2
766193031,1
766193032,1
766193033,1
766193034,1
766193035,1
766193036,1
766193037,1
766193038,0
766193039,1
766193040,1
766193041,1
766193042,1
766193043,0
766193044,1
766193045,1
766193046,1
766193047,1
766193048,1
766193049,0
766193050,1
766193051,1
766193052,1
766193053,3
766193054,1
766193055,0
766193056,3
766193057,2
766193058,0
766193059,2
766193060,0
766193061,1
766193062,1
766193063,1
766193064,1
766193065,1
766193066,1
766193067,0
766193068,1
766193069,0
766193070,1
766193071,2
766193072,1
766193073,1
766193074,3
766193075,1
766193076,3
766193077,1
766193078,0
766193079,1
766193080,0
766193081,3
766193082,1
766193083,2
766193084,1
766193085,0
766193086,1
766193087,1
766193088,1
766193089,1
766193090,1
766193091,2
766193092,0
766193093,3
766193094,3
766193095,1
766193096,1
766193097,1
766193098,1
766193099,2
766193100,2
766193101,1
766193102,1
766193103,1
766193104,3
766193105,1
766193106,0
766193107,0
766193108,2
766193109,1
766193110,1
766193111,1
766193112,1
766193113,2
766193114,1
766193115,0
766193116,1
766193117,2
766193118,1
766193119,1
766193120,1
766193121,1
766193122,0
766193123,1
766193124,1
766193125,1
766193126,0
766193127,1
766193128,1
766193129,1
766193130,1
766193131,1
766193132,0
766193133,0
766193134,1
766193135,1
766193136,1
766193137,1
766193138,1
766193139,1
766193140,1
766193141,1
766193142,0
766193143,1
766193144,1
766193145,1
766193146,1
766193147,1
766193148,0
766193149,1
766193150,1
766193151,1
766193152,1
766193153,1
766193154,1
766193155,1
766193156,1
766193157,0
766193158,1
766193159,1
766193160,1
766193161,0
766193162,1
766193163,1
766193164,1
766193165,0
766193166,0
766193167,1
766193168,0
766193169,3
766193170,0
766193171,2
766193172,0
766193173,1
766193174,1
766193175,0
766193176,1
766193177,3
766193178,1
766193179,1
766193180,1
766193181,1
766193182,1
766193183,1
766193184,1
766193185,1
766193186,3
766193187,0
766193188,1
766193189,2
766193190,2
766193191,1
766193192,1
766193193,1
766193194,0
766193195,1
766193196,1
766193197,2
766193198,1
766193199,1
766193200,1
766193201,1
766193202,1
766193203,1
766193204,1
766193205,1
766193206,0
766193207,1
766193208,0
766193209,1
766193210,2
766193211,3
766193212,1
766193213,0
766193214,1
766193215,1
766193216,0
766193217,0
766193218,1
766193219,1
766193220,0
766193221,1
766193222,0
766193223,1
766193224,2
766193225,1
766193226,0
766193227,1
766193228,1
766193229,0
766193230,1
766193231,0
766193232,0
766193233,1
766193234,0
766193235,1
766193236,1
766193237,1
766193238,1
766193239,1
766193240,2
766193241,1
766193242,1
766193243,1
766193244,1
766193245,3
766193246,2
766193247,1
766193248,1
766193249,0
766193250,1
766193251,0
766193252,1
766193253,1
766193254,2
766193255,3
766193256,1
766193257,1
766193258,1
766193259,1
766193260,1
766193261,1
766193262,1
766193263,1
766193264,0
766193265,1
766193266,1
766193267,2
766193268,1
766193269,1
766193270,0
766193271,1
766193272,0
766193273,1
766193274,1
766193275,1
766193276,1
766193277,1
766193278,1
766193279,1
766193280,1
766193281,1
766193282,2
766193283,3
766193284,2
766193285,1
766193286,0
766193287,2
766193288,1
766193289,1
766193290,1
766193291,1
766193292,1
766193293,0
766193294,2
766193295,1
766193296,1
766193297,1
766193298,1
766193299,1
766193300,0
766193301,1
766193302,1
766193303,0
766193304,3
766193305,1
766193306,1
766193307,1
766193308,1
766193309,1
766193310,1
766193311,1
766193312,1
766193313,3
766193314,1
766193315,2
766193316,1
766193317,1
766193318,2
766193319,1
766193320,1
766193321,1
766193322,1
766193323,1
766193324,1
766193325,2
766193326,1
766193327,2
766193328,1
766193329,1
766193330,1
766193331,1
766193332,0
766193333,1
766193334,1
766193335,1
766193336,2
766193337,1
766193338,1
766193339,1
766193340,1
766193341,1
766193342,0
766193343,3
766193344,0
766193345,1
766193346,2
766193347,1
766193348,0
766193349,1
766193350,0
766193351,1
766193352,1
766193353,1
766193354,2
766193355,3
766193356,1
766193357,1
766193358,1
766193359,1
766193360,1
766193361,1
766193362,0
766193363,1
766193364,1
766193365,1
766193366,1
766193367,3
766193368,1
766193369,2
766193370,0
766193371,0
766193372,1
766193373,0
766193374,1
766193375,1
766193376,1
766193377,1
766193378,1
766193379,1
766193380,1
766193381,1
766193382,1
766193383,1
766193384,1
766193385,1
766193386,0
766193387,1
766193388,0
766193389,0
766193390,1
766193391,1
766193392,1
766193393,0
766193394,1
766193395,0
766193396,3
766193397,2
766193398,1
766193399,1
766193400,1
766193401,1
766193402,1
766193403,1
766193404,0
766193405,1
766193406,1
766193407,1
766193408,1
766193409,1
766193410,1
766193411,1
766193412,0
766193413,0
766193414,0
766193415,1
766193416,2
766193417,1
766193418,0
766193419,1
766193420,1
766193421,2
766193422,1
766193423,1
766193424,1
766193425,1
766193426,1
766193427,1
766193428,0
766193429,1
766193430,0
766193431,0
766193432,1
766193433,1
766193434,1
766193435,1
766193436,1
766193437,1
766193438,1
766193439,1
766193440,1
766193441,1
766193442,1
766193443,1
766193444,1
766193445,0
766193446,2
766193447,1
766193448,1
766193449,0
766193450,1
766193451,0
766193452,0
766193453,1
766193454,2
766193455,2
766193456,1
766193457,3
766193458,1
766193459,1
766193460,1
766193461,0
766193462,0
766193463,1
766193464,2
766193465,1
766193466,1
766193467,1
766193468,1
766193469,1
766193470,1
766193471,1
766193472,1
766193473,1
766193474,1
766193475,1
766193476,1
766193477,0
766193478,1
766193479,0
766193480,1
766193481,1
766193482,0
766193483,1
766193484,0
766193485,2
766193486,0
766193487,2
766193488,1
766193489,0
766193490,3
766193491,0
766193492,0
766193493,1
766193494,1
766193495,0
766193496,1
766193497,1
766193498,1
766193499,1
766193500,1
766193501,0
766193502,1
766193503,1
766193504,1
766193505,1
766193506,1
766193507,3
766193508,0
766193509,0
766193510,2
766193511,2
766193512,3
766193513,1
766193514,1
766193515,1
766193516,1
766193517,1
766193518,1
766193519,1
766193520,1
766193521,1
766193522,1
766193523,1
766193524,1
766193525,1
766193526,1
766193527,1
766193528,0
766193529,1
766193530,1
766193531,0
766193532,0
766193533,2
766193534,1
766193535,1
766193536,1
766193537,1
766193538,1
766193539,2
766193540,0
766193541,1
766193542,1
766193543,1
766193544,0
766193545,0
766193546,0
766193547,1
766193548,1
766193549,3
766193550,2
766193551,1
766193552,2
766193553,1
766193554,1
766193555,1
766193556,1
766193557,1
766193558,2
766193559,0
766193560,1
766193561,0
766193562,1
766193563,1
766193564,1
766193565,0
766193566,0
766193567,1
766193568,1
766193569,1
766193570,1
766193571,1
766193572,1
766193573,1
766193574,1
766193575,0
766193576,1
766193577,1
766193578,1
766193579,0
766193580,2
766193581,1
766193582,1
766193583,2
766193584,1
766193585,3
766193586,0
766193587,2
766193588,2
766193589,0
766193590,1
766193591,0
766193592,1
766193593,2
766193594,2
766193595,0
766193596,0
766193597,1
766193598,1
766193599,1
766193600,1
766193601,0
766193602,0
766193603,2
766193604,1
766193605,1
766193606,3
766193607,1
766193608,1
766193609,1
766193610,1
766193611,0
766193612,1
766193613,0
766193614,1
766193615,1
766193616,0
766193617,2
766193618,1
766193619,0
766193620,1
766193621,2
766193622,1
766193623,1
766193624,0
766193625,1
766193626,1
766193627,0
766193628,1
766193629,0
766193630,1
766193631,1
766193632,1
766193633,1
766193634,0
766193635,1
766193636,1
766193637,1
766193638,1
766193639,1
766193640,1
766193641,1
766193642,1
766193643,1
766193644,1
766193645,0
766193646,1
766193647,3
766193648,2
766193649,2
766193650,1
766193651,0
766193652,1
766193653,0
766193654,1
766193655,1
766193656,3
766193657,1
766193658,3
766193659,1
766193660,1
766193661,1
766193662,1
766193663,0
766193664,1
766193665,0
766193666,1
766193667,1
766193668,1
766193669,2
766193670,1
766193671,1
766193672,1
766193673,1
766193674,1
766193675,1
766193676,1
766193677,3
766193678,2
766193679,1
766193680,1
766193681,0
766193682,3
766193683,0
766193684,0
766193685,3
766193686,0
766193687,1
766193688,1
766193689,1
766193690,1
766193691,1
766193692,1
766193693,1
766193694,0
766193695,1
766193696,1
766193697,3
766193698,1
766193699,1
766193700,1
766193701,2
766193702,1
766193703,0
766193704,0
766193705,1
766193706,0
766193707,2
766193708,1
766193709,0
766193710,1
766193711,1
766193712,0
766193713,3
766193714,0
766193715,1
766193716,2
766193717,1
766193718,1
766193719,1
766193720,1
766193721,1
766193722,0
766193723,1
766193724,1
766193725,1
766193726,0
766193727,0
766193728,3
766193729,1
766193730,1
766193731,1
766193732,0
766193733,1
766193734,0
766193735,0
766193736,1
766193737,0
766193738,0
766193739,1
766193740,1
766193741,3
766193742,1
766193743,1
766193744,1
766193745,2
766193746,1
766193747,1
766193748,1
766193749,0
766193750,1
766193751,0
766193752,0
766193753,1
766193754,1
766193755,1
766193756,0
766193757,1
766193758,1
766193759,1
766193760,1
766193761,0
766193762,2
766193763,1
766193764,1
766193765,1
766193766,2
766193767,0
766193768,1
766193769,1
766193770,0
766193771,3
766193772,1
766193773,1
766193774,1
766193775,1
766193776,0
766193777,1
766193778,0
766193779,2
766193780,1
766193781,1
766193782,2
766193783,0
766193784,1
766193785,1
766193786,1
766193787,0
766193788,1
766193789,1
766193790,0
766193791,3
766193792,1
766193793,1
766193794,1
766193795,1
766193796,2
766193797,1
766193798,0
766193799,1
766193800,1
766193801,2
766193802,1
766193803,0
766193804,1
766193805,1
766193806,1
766193807,3
766193808,1
766193809,1
766193810,1
766193811,1
766193812,1
766193813,2
766193814,1
766193815,3
766193816,1
766193817,1
766193818,0
766193819,0
766193820,1
766193821,0
766193822,0
766193823,1
766193824,1
766193825,1
766193826,0
766193827,2
766193828,2
766193829,3
766193830,1
766193831,3
766193832,1
766193833,0
766193834,0
766193835,1
766193836,1
766193837,1
766193838,1
766193839,2
766193840,0
766193841,1
766193842,0
766193843,2
766193844,0
766193845,1
766193846,2
766193847,1
766193848,1
766193849,3
766193850,1
766193851,1
766193852,1
766193853,1
766193854,0
766193855,0
766193856,0
766193857,0
766193858,3
766193859,1
766193860,1
766193861,1
766193862,1
766193863,0
766193864,0
766193865,2
766193866,1
766193867,0
766193868,1
766193869,1
766193870,1
766193871,1
766193872,1
766193873,3
766193874,1
766193875,1
766193876,1
766193877,0
766193878,1
766193879,1
766193880,1
766193881,1
766193882,1
766193883,1
766193884,1
766193885,1
766193886,1
766193887,1
766193888,1
766193889,1
766193890,1
766193891,0
766193892,1
766193893,0
766193894,0
766193895,1
766193896,1
766193897,1
766193898,0
766193899,1
766193900,0
766193901,1
766193902,1
766193903,1
766193904,3
766193905,1
766193906,1
766193907,2
766193908,1
766193909,1
766193910,0
766193911,1
766193912,1
766193913,1
766193914,1
766193915,1
766193916,2
766193917,1
766193918,1
766193919,0
766193920,1
766193921,1
766193922,1
766193923,1
766193924,1
766193925,1
766193926,1
766193927,1
766193928,1
766193929,1
766193930,1
766193931,1
766193932,0
766193933,1
766193934,3
766193935,1
766193936,1
766193937,0
766193938,0
766193939,3
766193940,1
766193941,1
766193942,1
766193943,3
766193944,1
766193945,3
766193946,1
766193947,1
766193948,0
766193949,1
766193950,1
766193951,1
766193952,1
766193953,2
766193954,1
766193955,0
766193956,1
766193957,1
766193958,1
766193959,0
766193960,1
766193961,1
766193962,0
766193963,1
766193964,1
766193965,1
766193966,0
766193967,3
766193968,3
766193969,1
766193970,1
766193971,1
766193972,1
766193973,1
766193974,0
766193975,1
766193976,1
766193977,1
766193978,2
766193979,1
766193980,1
766193981,1
766193982,1
766193983,1
766193984,0
766193985,1
766193986,1
766193987,1
766193988,1
766193989,2
766193990,0
766193991,0
766193992,1
766193993,1
766193994,1
766193995,1
766193996,1
766193997,3
766193998,1
766193999,1
766194000,2
766194001,1
766194002,1
766194003,1
766194004,2
766194005,1
766194006,2
766194007,1
766194008,1
766194009,1
766194010,1
766194011,1
766194012,1
766194013,1
766194014,1
766194015,0
766194016,1
766194017,1
766194018,1
766194019,2
766194020,0
766194021,0
766194022,1
766194023,1
766194024,1
766194025,1
766194026,1
766194027,1
766194028,1
766194029,1
766194030,2
766194031,1
766194032,0
766194033,1
766194034,0
766194035,1
766194036,2
766194037,1
766194038,3
766194039,3
766194040,0
766194041,1
766194042,1
766194043,1
766194044,3
766194045,1
766194046,1
766194047,1
766194048,0
766194049,2
766194050,1
766194051,0
766194052,1
766194053,1
766194054,1
766194055,1
766194056,1
766194057,1
766194058,0
766194059,1
766194060,1
766194061,2
766194062,1
766194063,1
766194064,0
766194065,3
766194066,1
766194067,1
766194068,1
766194069,1
766194070,3
766194071,1
766194072,1
766194073,0
766194074,1
766194075,1
766194076,0
766194077,1
766194078,0
766194079,3
766194080,2
766194081,0
766194082,1
766194083,1
766194084,3
766194085,2
766194086,1
766194087,1
766194088,1
766194089,3
766194090,3
766194091,1
766194092,1
766194093,3
766194094,2
766194095,1
766194096,0
766194097,1
766194098,0
766194099,1
766194100,1
766194101,1
766194102,1
766194103,1
766194104,1
766194105,1
766194106,0
766194107,2
766194108,1
766194109,1
766194110,2
766194111,1
766194112,1
766194113,1
766194114,3
766194115,0
766194116,1
766194117,3
766194118,2
766194119,1
766194120,2
766194121,1
766194122,1
766194123,1
766194124,0
766194125,1
766194126,1
766194127,1
766194128,2
766194129,1
766194130,3
766194131,1
766194132,2
766194133,1
766194134,1
766194135,1
766194136,1
766194137,1
766194138,1
766194139,1
766194140,1
766194141,3
766194142,0
766194143,1
766194144,1
766194145,1
766194146,0
766194147,1
766194148,1
766194149,1
766194150,2
766194151,0
766194152,1
766194153,1
766194154,1
766194155,1
766194156,1
766194157,1
766194158,1
766194159,1
766194160,1
766194161,1
766194162,1
766194163,3
766194164,3
766194165,0
766194166,0
766194167,2
766194168,1
766194169,3
766194170,1
766194171,1
766194172,0
766194173,0
766194174,0
766194175,1
766194176,1
766194177,1
766194178,1
766194179,2
766194180,1
766194181,0
766194182,1
766194183,1
766194184,0
766194185,1
766194186,1
766194187,1
766194188,3
766194189,1
766194190,0
766194191,1
766194192,1
766194193,1
766194194,1
766194195,1
766194196,1
766194197,1
766194198,0
766194199,1
766194200,2
766194201,2
766194202,0
766194203,1
766194204,1
766194205,1
766194206,1
766194207,0
766194208,0
766194209,1
766194210,1
766194211,0
766194212,1
766194213,1
766194214,1
766194215,0
766194216,1
766194217,1
766194218,0
766194219,1
766194220,1
766194221,0
766194222,1
766194223,1
766194224,1
766194225,1
766194226,1
766194227,0
766194228,0
766194229,1
766194230,0
766194231,1
766194232,3
766194233,1
766194234,1
766194235,0
766194236,2
766194237,1
766194238,1
766194239,1
766194240,1
766194241,1
766194242,1
766194243,0
766194244,1
766194245,0
766194246,1
766194247,1
766194248,1
766194249,1
766194250,0
766194251,1
766194252,1
766194253,1
766194254,0
766194255,1
766194256,1
766194257,1
766194258,1
766194259,1
766194260,1
766194261,1
766194262,1
766194263,0
766194264,2
766194265,1
766194266,0
766194267,1
766194268,3
766194269,1
766194270,1
766194271,0
766194272,1
766194273,1
766194274,1
766194275,1
766194276,1
766194277,1
766194278,3
766194279,0
766194280,0
766194281,0
766194282,0
766194283,1
766194284,1
766194285,1
766194286,1
766194287,0
766194288,1
766194289,0
766194290,1
766194291,1
766194292,1
766194293,0
766194294,1
766194295,0
766194296,1
766194297,1
766194298,2
766194299,1
766194300,3
766194301,1
766194302,1
766194303,3
766194304,0
766194305,1
766194306,1
766194307,3
766194308,0
766194309,0
766194310,1
766194311,1
766194312,0
766194313,1
766194314,1
766194315,1
766194316,1
766194317,1
766194318,1
766194319,1
766194320,0
766194321,1
766194322,0
766194323,1
766194324,3
766194325,1
766194326,1
766194327,1
766194328,1
766194329,1
766194330,0
766194331,1
766194332,1
766194333,1
766194334,0
766194335,1
766194336,3
766194337,1
766194338,1
766194339,1
766194340,2
766194341,1
766194342,1
766194343,2
766194344,1
766194345,0
766194346,3
766194347,0
766194348,1
766194349,0
766194350,1
766194351,1
766194352,0
766194353,1
766194354,0
766194355,3
766194356,1
766194357,0
766194358,1
766194359,0
766194360,1
766194361,3
766194362,1
766194363,1
766194364,1
766194365,1
766194366,1
766194367,0
766194368,1
766194369,1
766194370,1
766194371,0
766194372,1
766194373,0
766194374,1
766194375,2
766194376,1
766194377,1
766194378,1
766194379,0
766194380,1
766194381,1
766194382,1
766194383,1
766194384,1
766194386,0
766194387,1
766194388,0
766194389,1
766194390,1
766194391,1
766194392,1
766194393,1
766194394,2
766194395,1
766194396,1
766194397,1
766194398,1
766194399,0
766194400,2
766194401,1
766194402,3
766194403,1
766194404,1
766194405,0
766194406,0
766194407,1
766194408,2
766194409,1
766194410,0
766194411,1
766194412,2
766194413,1
766194414,1
766194415,3
766194416,2
766194417,0
766194418,1
766194419,0
766194420,1
766194421,2
766194422,1
766194423,1
766194424,3
766194425,1
766194426,1
766194427,1
766194428,1
766194429,1
766194430,0
766194431,1
766194432,1
766194433,3
766194434,1
766194435,1
766194436,0
766194437,1
766194438,0
766194439,2
766194440,1
766194441,2
766194442,1
766194443,0
766194444,1
766194445,1
766194446,0
766194447,1
766194448,1
766194449,1
766194450,1
766194451,1
766194452,1
766194453,1
766194454,1
766194455,1
766194456,1
766194457,0
766194458,1
766194459,1
766194460,1
766194461,1
766194462,1
766194463,0
766194464,0
766194465,0
766194466,1
766194467,2
766194468,1
766194469,1
766194470,1
766194471,1
766194472,1
766194473,1
766194474,1
766194475,1
766194476,1
766194477,0
766194478,1
766194479,1
766194480,1
766194481,2
766194482,1
766194483,1
766194484,3
766194485,1
766194486,1
766194487,2
766194488,1
766194489,1
766194490,1
766194491,1
766194492,1
766194493,0
766194494,1
766194495,1
766194496,0
766194497,1
766194498,0
766194499,3
766194500,1
766194501,0
766194502,1
766194503,1
766194504,1
766194505,1
766194506,1
766194507,1
766194508,1
766194509,0
766194510,1
766194511,0
766194512,1
766194513,1
766194514,1
766194515,1
766194516,1
766194517,1
766194518,2
766194519,0
766194520,1
766194521,1
766194522,2
766194523,1
766194524,1
766194525,1
766194526,1
766194527,1
766194528,0
766194529,1
766194530,0
766194531,2
766194532,1
766194533,1
766194534,3
766194535,0
766194536,3
766194537,2
766194538,3
766194539,3
766194540,0
766194541,1
766194542,1
766194543,0
766194544,1
766194545,1
766194546,0
766194547,3
766194548,1
766194549,1
766194550,1
766194551,1
766194552,0
766194553,0
766194554,1
766194555,1
766194556,1
766194557,1
766194558,2
766194559,0
766194560,2
766194561,1
766194562,1
766194563,3
766194564,2
766194565,1
766194566,0
766194567,1
766194568,1
766194569,1
766194570,2
766194571,1
766194572,1
766194573,3
766194574,1
766194575,1
766194576,1
766194577,1
766194578,1
766194579,1
766194580,1
766194581,0
766194582,1
766194583,1
766194584,3
766194585,1
766194586,1
766194587,1
766194588,1
766194589,1
766194590,1
766194591,1
766194592,0
766194593,1
766194594,1
766194595,1
766194596,1
766194597,2
766194598,1
766194599,1
766194600,1
766194601,0
766194602,1
766194603,1
766194604,2
766194605,0
766194606,0
766194607,0
766194608,1
766194609,0
766194610,0
766194611,1
766194612,1
766194613,1
766194614,1
766194615,1
766194616,1
766194617,0
766194618,1
766194619,1
766194620,0
766194621,0
766194622,1
766194623,0
766194624,1
766194625,0
766194626,0
766194627,1
766194628,3
766194629,1
766194630,0
766194631,0
766194632,0
766194633,0
766194634,1
766194635,1
766194636,0
766194637,1
766194638,1
766194639,0
766194640,0
766194641,1
766194642,1
766194643,0
766194644,1
766194645,0
766194646,1
766194647,1
766194648,0
766194649,1
766194650,3
766194651,2
766194652,1
766194653,1
766194654,1
766194655,1
766194656,1
766194657,1
766194658,1
766194659,0
766194660,1
766194661,0
766194662,1
766194663,1
766194664,2
766194665,1
766194666,1
766194667,1
766194668,1
766194669,0
766194670,0
766194671,0
766194672,0
766194673,1
766194674,1
766194675,1
766194676,1
766194677,1
766194678,0
766194679,1
766194680,0
766194681,3
766194682,1
766194683,1
766194684,1
766194685,0
766194686,1
766194687,0
766194688,0
766194689,1
766194690,1
766194691,1
766194692,1
766194693,2
766194694,1
766194695,1
766194696,1
766194697,1
766194698,1
766194699,1
766194700,2
766194701,0
766194702,1
766194703,1
766194704,1
766194705,1
766194706,1
766194707,1
766194708,2
766194709,1
766194710,2
766194711,0
766194712,1
766194713,1
766194714,1
766194715,3
766194716,1
766194717,1
766194718,0
766194719,1
766194720,0
766194721,1
766194722,1
766194723,1
766194724,1
766194725,3
766194726,1
766194727,1
766194728,1
766194729,0
766194730,0
766194731,1
766194732,1
766194733,2
766194734,1
766194735,1
766194736,1
766194737,0
766194738,1
766194739,1
766194740,1
766194741,1
766194742,3
766194743,1
766194744,3
766194745,0
766194746,3
766194747,1
766194748,2
766194749,1
766194750,0
766194751,1
766194752,1
766194753,3
766194754,2
766194755,1
766194756,1
766194757,0
766194758,1
766194759,0
766194760,1
766194761,0
766194762,2
766194763,0
766194764,1
766194765,1
766194766,1
766194767,1
766194768,3
766194769,1
766194770,0
766194771,1
766194772,1
766194773,2
766194774,1
766194775,1
766194776,1
766194777,1
766194778,1
766194779,1
766194780,1
766194781,0
766194782,2
766194783,1
766194784,1
766194785,1
766194786,1
766194787,1
766194788,3
766194789,1
766194790,0
766194791,0
766194792,0
766194793,1
766194794,1
766194795,0
766194796,2
766194797,1
766194798,1
766194799,1
766194800,0
766194801,0
766194802,3
766194803,2
766194804,3
766194805,0
766194806,1
766194807,1
766194808,1
766194809,0
766194810,1
766194811,1
766194812,0
766194813,2
766194814,1
766194815,1
766194816,0
