id,cluster
766192739,39
766192740,16
766192741,4
766192742,0
766192743,41
766192744,6
766192745,32
766192746,36
766192747,3
766192748,36
766192749,3
766192750,16
766192751,16
766192752,37
766192753,15
766192754,36
766192755,54
766192756,36
766192757,36
766192758,35
766192759,6
766192760,50
766192761,56
766192762,36
766192763,1
766192764,36
766192765,4
766192766,13
766192767,3
766192768,35
766192769,36
766192770,3
766192771,16
766192772,36
766192773,4
766192774,36
766192775,40
766192776,13
766192777,22
766192778,56
766192779,53
766192780,40
766192781,0
766192782,35
766192783,13
766192784,38
766192785,20
766192786,58
766192787,0
766192788,0
766192789,24
766192790,0
766192791,36
766192792,27
766192793,35
766192794,36
766192795,56
766192796,15
766192797,36
766192798,35
766192799,58
766192800,8
766192801,58
766192802,44
766192803,38
766192804,16
766192805,17
766192806,34
766192807,24
766192808,36
766192809,0
766192810,20
766192811,56
766192812,0
766192813,41
766192814,20
766192815,18
766192816,29
766192817,23
766192818,56
766192819,56
766192820,26
766192821,20
766192822,36
766192823,28
766192824,48
766192825,40
766192826,13
766192827,48
766192828,36
766192829,51
766192830,52
766192831,36
766192832,41
766192833,36
766192834,0
766192835,0
766192836,24
766192837,0
766192838,44
766192839,6
766192840,36
766192841,48
766192842,34
766192843,48
766192844,13
766192845,35
766192846,22
766192847,16
766192848,3
766192849,18
766192850,50
766192851,36
766192852,36
766192853,36
766192854,36
766192855,56
766192856,44
766192857,56
766192858,40
766192859,20
766192860,0
766192861,5
766192862,0
766192863,36
766192864,59
766192865,13
766192866,44
766192867,36
766192868,36
766192869,23
766192870,4
766192871,36
766192872,16
766192873,39
766192874,36
766192875,13
766192876,56
766192877,29
766192878,36
766192879,4
766192880,0
766192881,47
766192882,16
766192883,38
766192884,5
766192885,36
766192886,22
766192887,14
766192888,35
766192889,36
766192890,36
766192891,1
766192892,16
766192893,0
766192894,51
766192895,14
766192896,8
766192897,3
766192898,15
766192899,40
766192900,29
766192901,57
766192902,0
766192903,17
766192904,37
766192905,2
766192906,0
766192907,44
766192908,9
766192909,56
766192910,58
766192911,56
766192912,4
766192913,12
766192914,11
766192915,5
766192916,36
766192917,36
766192918,17
766192919,0
766192920,7
766192921,36
766192922,6
766192923,56
766192924,16
766192925,2
766192926,9
766192927,12
766192928,18
766192929,1
766192930,40
766192931,36
766192932,0
766192933,12
766192934,59
766192935,5
766192936,47
766192937,37
766192938,36
766192939,41
766192940,0
766192941,38
766192942,16
766192943,8
766192944,3
766192945,3
766192946,15
766192947,51
766192948,55
766192949,33
766192950,7
766192951,1
766192952,13
766192953,24
766192954,16
766192955,13
766192956,56
766192957,41
766192958,36
766192959,16
766192960,16
766192961,14
766192962,20
766192963,17
766192964,40
766192965,34
766192966,36
766192967,16
766192968,16
766192969,0
766192970,22
766192971,13
766192972,36
766192973,28
766192974,48
766192975,58
766192976,38
766192977,35
766192978,4
766192979,1
766192980,16
766192981,6
766192982,56
766192983,36
766192984,12
766192985,37
766192986,56
766192987,16
766192988,15
766192989,13
766192990,56
766192991,39
766192992,13
766192993,0
766192994,16
766192995,45
766192996,35
766192997,32
766192998,0
766192999,13
766193000,2
766193001,35
766193002,36
766193003,20
766193004,16
766193005,0
766193006,56
766193007,38
766193008,0
766193009,34
766193010,2
766193011,37
766193012,16
766193013,40
766193014,4
766193015,36
766193016,35
766193017,48
766193018,17
766193019,5
766193020,16
766193021,23
766193022,35
766193023,36
766193024,2
766193025,13
766193026,12
766193027,3
766193028,5
766193029,13
766193030,0
766193031,40
766193032,20
766193033,23
766193034,35
766193035,50
766193036,44
766193037,9
766193038,12
766193039,14
766193040,24
766193041,37
766193042,14
766193043,34
766193044,50
766193045,23
766193046,36
766193047,56
766193048,36
766193049,12
766193050,16
766193051,50
766193052,16
766193053,13
766193054,40
766193055,38
766193056,13
766193057,22
766193058,38
766193059,11
766193060,5
766193061,35
766193062,1
766193063,35
766193064,48
766193065,24
766193066,35
766193067,38
766193068,44
766193069,38
766193070,36
766193071,30
766193072,35
766193073,16
766193074,13
766193075,36
766193076,13
766193077,35
766193078,39
766193079,41
766193080,17
766193081,13
766193082,36
766193083,0
766193084,9
766193085,12
766193086,9
766193087,56
766193088,36
766193089,4
766193090,36
766193091,0
766193092,7
766193093,3
766193094,3
766193095,14
766193096,36
766193097,27
766193098,44
766193099,0
766193100,0
766193101,16
766193102,24
766193103,24
766193104,3
766193105,1
766193106,26
766193107,17
766193108,11
766193109,16
766193110,56
766193111,37
766193112,16
766193113,0
766193114,40
766193115,29
766193116,51
766193117,0
766193118,35
766193119,4
766193120,56
766193121,36
766193122,12
766193123,36
766193124,24
766193125,40
766193126,38
766193127,33
766193128,20
766193129,56
766193130,20
766193131,16
766193132,29
766193133,12
766193134,56
766193135,32
766193136,1
766193137,50
766193138,36
766193139,40
766193140,48
766193141,35
766193142,55
766193143,36
766193144,56
766193145,6
766193146,20
766193147,37
766193148,38
766193149,32
766193150,36
766193151,36
766193152,20
766193153,35
766193154,4
766193155,36
766193156,40
766193157,54
766193158,48
766193159,35
766193160,20
766193161,8
766193162,36
766193163,16
766193164,36
766193165,53
766193166,58
766193167,56
766193168,26
766193169,13
766193170,5
766193171,46
766193172,15
766193173,14
766193174,36
766193175,53
766193176,4
766193177,13
766193178,14
766193179,56
766193180,16
766193181,48
766193182,32
766193183,16
766193184,36
766193185,36
766193186,13
766193187,29
766193188,16
766193189,0
766193190,0
766193191,37
766193192,36
766193193,56
766193194,34
766193195,14
766193196,56
766193197,0
766193198,35
766193199,37
766193200,41
766193201,20
766193202,20
766193203,48
766193204,36
766193205,4
766193206,2
766193207,36
766193208,25
766193209,16
766193210,22
766193211,3
766193212,35
766193213,43
766193214,40
766193215,35
766193216,18
766193217,34
766193218,56
766193219,4
766193220,28
766193221,51
766193222,34
766193223,9
766193224,0
766193225,35
766193226,38
766193227,48
766193228,41
766193229,17
766193230,4
766193231,28
766193232,34
766193233,37
766193234,15
766193235,41
766193236,16
766193237,56
766193238,33
766193239,48
766193240,11
766193241,36
766193242,48
766193243,50
766193244,6
766193245,49
766193246,0
766193247,41
766193248,36
766193249,12
766193250,9
766193251,58
766193252,37
766193253,47
766193254,0
766193255,13
766193256,4
766193257,32
766193258,24
766193259,16
766193260,24
766193261,16
766193262,41
766193263,41
766193264,17
766193265,44
766193266,35
766193267,11
766193268,9
766193269,20
766193270,25
766193271,36
766193272,15
766193273,1
766193274,44
766193275,20
766193276,36
766193277,16
766193278,36
766193279,50
766193280,41
766193281,36
766193282,0
766193283,3
766193284,0
766193285,41
766193286,28
766193287,0
766193288,36
766193289,27
766193290,24
766193291,16
766193292,16
766193293,2
766193294,31
766193295,16
766193296,36
766193297,37
766193298,35
766193299,35
766193300,26
766193301,41
766193302,36
766193303,58
766193304,13
766193305,59
766193306,18
766193307,27
766193308,35
766193309,40
766193310,37
766193311,16
766193312,52
766193313,13
766193314,20
766193315,0
766193316,36
766193317,16
766193318,0
766193319,9
766193320,37
766193321,36
766193322,48
766193323,6
766193324,32
766193325,0
766193326,56
766193327,0
766193328,36
766193329,56
766193330,41
766193331,33
766193332,15
766193333,16
766193334,36
766193335,41
766193336,0
766193337,40
766193338,16
766193339,56
766193340,36
766193341,35
766193342,26
766193343,3
766193344,2
766193345,23
766193346,11
766193347,48
766193348,15
766193349,16
766193350,17
766193351,20
766193352,56
766193353,56
766193354,0
766193355,3
766193356,48
766193357,36
766193358,40
766193359,16
766193360,16
766193361,4
766193362,12
766193363,35
766193364,41
766193365,40
766193366,51
766193367,13
766193368,16
766193369,0
766193370,18
766193371,55
766193372,36
766193373,25
766193374,40
766193375,48
766193376,41
766193377,6
766193378,16
766193379,14
766193380,14
766193381,56
766193382,1
766193383,51
766193384,37
766193385,36
766193386,17
766193387,36
766193388,18
766193389,38
766193390,36
766193391,36
766193392,4
766193393,43
766193394,44
766193395,58
766193396,3
766193397,11
766193398,36
766193399,16
766193400,4
766193401,16
766193402,36
766193403,20
766193404,5
766193405,36
766193406,44
766193407,35
766193408,50
766193409,40
766193410,9
766193411,44
766193412,28
766193413,58
766193414,12
766193415,16
766193416,0
766193417,56
766193418,26
766193419,47
766193420,56
766193421,0
766193422,56
766193423,59
766193424,35
766193425,40
766193426,16
766193427,1
766193428,28
766193429,35
766193430,39
766193431,54
766193432,44
766193433,36
766193434,51
766193435,41
766193436,16
766193437,20
766193438,1
766193439,36
766193440,32
766193441,35
766193442,16
766193443,23
766193444,51
766193445,18
766193446,0
766193447,56
766193448,4
766193449,18
766193450,23
766193451,58
766193452,58
766193453,36
766193454,11
766193455,0
766193456,36
766193457,3
766193458,40
766193459,40
766193460,16
766193461,53
766193462,15
766193463,27
766193464,30
766193465,6
766193466,16
766193467,4
766193468,48
766193469,44
766193470,40
766193471,16
766193472,44
766193473,20
766193474,14
766193475,16
766193476,56
766193477,29
766193478,33
766193479,29
766193480,41
766193481,35
766193482,2
766193483,27
766193484,8
766193485,0
766193486,39
766193487,11
766193488,44
766193489,12
766193490,3
766193491,18
766193492,5
766193493,1
766193494,37
766193495,34
766193496,36
766193497,6
766193498,36
766193499,44
766193500,40
766193501,7
766193502,16
766193503,41
766193504,35
766193505,16
766193506,36
766193507,13
766193508,12
766193509,15
766193510,22
766193511,0
766193512,3
766193513,56
766193514,41
766193515,56
766193516,36
766193517,35
766193518,16
766193519,24
766193520,35
766193521,50
766193522,41
766193523,36
766193524,44
766193525,14
766193526,16
766193527,35
766193528,58
766193529,14
766193530,16
766193531,39
766193532,25
766193533,0
766193534,44
766193535,56
766193536,1
766193537,37
766193538,16
766193539,22
766193540,28
766193541,24
766193542,44
766193543,36
766193544,25
766193545,5
766193546,34
766193547,20
766193548,16
766193549,13
766193550,0
766193551,16
766193552,0
766193553,14
766193554,1
766193555,56
766193556,36
766193557,37
766193558,22
766193559,8
766193560,36
766193561,8
766193562,4
766193563,36
766193564,16
766193565,2
766193566,38
766193567,56
766193568,16
766193569,20
766193570,16
766193571,37
766193572,41
766193573,24
766193574,40
766193575,17
766193576,4
766193577,44
766193578,16
766193579,43
766193580,11
766193581,37
766193582,9
766193583,10
766193584,36
766193585,3
766193586,57
766193587,0
766193588,0
766193589,8
766193590,4
766193591,21
766193592,41
766193593,31
766193594,0
766193595,29
766193596,55
766193597,36
766193598,48
766193599,50
766193600,24
766193601,5
766193602,34
766193603,0
766193604,16
766193605,44
766193606,13
766193607,48
766193608,14
766193609,16
766193610,56
766193611,7
766193612,36
766193613,57
766193614,16
766193615,48
766193616,2
766193617,0
766193618,36
766193619,12
766193620,41
766193621,0
766193622,35
766193623,16
766193624,5
766193625,4
766193626,40
766193627,58
766193628,51
766193629,17
766193630,36
766193631,44
766193632,40
766193633,4
766193634,8
766193635,36
766193636,9
766193637,18
766193638,4
766193639,16
766193640,16
766193641,16
766193642,14
766193643,16
766193644,36
766193645,58
766193646,40
766193647,3
766193648,0
766193649,0
766193650,33
766193651,18
766193652,40
766193653,2
766193654,36
766193655,41
766193656,13
766193657,48
766193658,13
766193659,20
766193660,4
766193661,32
766193662,23
766193663,34
766193664,9
766193665,39
766193666,23
766193667,6
766193668,56
766193669,0
766193670,40
766193671,6
766193672,56
766193673,56
766193674,16
766193675,20
766193676,16
766193677,3
766193678,0
766193679,16
766193680,56
766193681,57
766193682,3
766193683,12
766193684,34
766193685,13
766193686,57
766193687,36
766193688,32
766193689,14
766193690,36
766193691,48
766193692,35
766193693,36
766193694,17
766193695,16
766193696,16
766193697,3
766193698,16
766193699,36
766193700,41
766193701,0
766193702,4
766193703,12
766193704,29
766193705,1
766193706,18
766193707,0
766193708,41
766193709,12
766193710,50
766193711,40
766193712,58
766193713,3
766193714,7
766193715,37
766193716,0
766193717,48
766193718,41
766193719,36
766193720,20
766193721,37
766193722,2
766193723,16
766193724,52
766193725,36
766193726,57
766193727,7
766193728,3
766193729,36
766193730,35
766193731,36
766193732,38
766193733,44
766193734,57
766193735,34
766193736,4
766193737,38
766193738,34
766193739,44
766193740,4
766193741,3
766193742,35
766193743,36
766193744,56
766193745,0
766193746,16
766193747,35
766193748,20
766193749,34
766193750,40
766193751,28
766193752,53
766193753,48
766193754,6
766193755,6
766193756,8
766193757,16
766193758,41
766193759,56
766193760,35
766193761,58
766193762,22
766193763,47
766193764,16
766193765,41
766193766,0
766193767,5
766193768,36
766193769,16
766193770,7
766193771,13
766193772,4
766193773,16
766193774,36
766193775,16
766193776,15
766193777,44
766193778,17
766193779,22
766193780,6
766193781,6
766193782,22
766193783,12
766193784,20
766193785,40
766193786,51
766193787,7
766193788,56
766193789,56
766193790,17
766193791,3
766193792,4
766193793,36
766193794,37
766193795,16
766193796,0
766193797,32
766193798,5
766193799,35
766193800,36
766193801,0
766193802,40
766193803,58
766193804,35
766193805,36
766193806,36
766193807,3
766193808,36
766193809,1
766193810,51
766193811,4
766193812,24
766193813,0
766193814,36
766193815,3
766193816,14
766193817,37
766193818,8
766193819,53
766193820,56
766193821,54
766193822,38
766193823,40
766193824,16
766193825,14
766193826,26
766193827,0
766193828,0
766193829,3
766193830,41
766193831,13
766193832,44
766193833,54
766193834,57
766193835,27
766193836,48
766193837,24
766193838,36
766193839,0
766193840,38
766193841,35
766193842,5
766193843,0
766193844,26
766193845,16
766193846,22
766193847,16
766193848,4
766193849,3
766193850,4
766193851,16
766193852,40
766193853,9
766193854,12
766193855,7
766193856,26
766193857,26
766193858,3
766193859,20
766193860,40
766193861,56
766193862,23
766193863,17
766193864,34
766193865,0
766193866,6
766193867,34
766193868,16
766193869,40
766193870,1
766193871,37
766193872,35
766193873,13
766193874,56
766193875,27
766193876,40
766193877,28
766193878,36
766193879,36
766193880,20
766193881,16
766193882,16
766193883,37
766193884,41
766193885,4
766193886,40
766193887,56
766193888,6
766193889,36
766193890,36
766193891,34
766193892,20
766193893,43
766193894,2
766193895,56
766193896,1
766193897,16
766193898,34
766193899,35
766193900,8
766193901,37
766193902,16
766193903,41
766193904,13
766193905,4
766193906,40
766193907,0
766193908,56
766193909,16
766193910,57
766193911,4
766193912,18
766193913,36
766193914,44
766193915,37
766193916,0
766193917,16
766193918,36
766193919,45
766193920,47
766193921,16
766193922,16
766193923,1
766193924,6
766193925,16
766193926,14
766193927,37
766193928,40
766193929,16
766193930,16
766193931,56
766193932,38
766193933,16
766193934,13
766193935,9
766193936,41
766193937,57
766193938,34
766193939,3
766193940,32
766193941,1
766193942,48
766193943,13
766193944,37
766193945,3
766193946,23
766193947,20
766193948,38
766193949,14
766193950,35
766193951,20
766193952,16
766193953,22
766193954,48
766193955,15
766193956,4
766193957,35
766193958,6
766193959,8
766193960,36
766193961,32
766193962,26
766193963,41
766193964,6
766193965,36
766193966,15
766193967,3
766193968,3
766193969,56
766193970,37
766193971,6
766193972,14
766193973,40
766193974,55
766193975,16
766193976,16
766193977,1
766193978,0
766193979,16
766193980,16
766193981,33
766193982,36
766193983,35
766193984,58
766193985,36
766193986,35
766193987,51
766193988,14
766193989,0
766193990,7
766193991,7
766193992,36
766193993,32
766193994,1
766193995,14
766193996,16
766193997,13
766193998,37
766193999,56
766194000,22
766194001,16
766194002,56
766194003,40
766194004,0
766194005,44
766194006,0
766194007,16
766194008,16
766194009,37
766194010,56
766194011,37
766194012,48
766194013,4
766194014,37
766194015,29
766194016,16
766194017,36
766194018,51
766194019,0
766194020,34
766194021,28
766194022,16
766194023,51
766194024,4
766194025,16
766194026,35
766194027,56
766194028,36
766194029,20
766194030,0
766194031,4
766194032,38
766194033,16
766194034,25
766194035,16
766194036,0
766194037,56
766194038,13
766194039,13
766194040,25
766194041,16
766194042,41
766194043,35
766194044,13
766194045,36
766194046,16
766194047,23
766194048,17
766194049,22
766194050,36
766194051,17
766194052,41
766194053,35
766194054,36
766194055,20
766194056,16
766194057,37
766194058,2
766194059,36
766194060,36
766194061,0
766194062,23
766194063,36
766194064,17
766194065,13
766194066,16
766194067,36
766194068,40
766194069,14
766194070,13
766194071,36
766194072,48
766194073,54
766194074,40
766194075,48
766194076,34
766194077,20
766194078,58
766194079,13
766194080,11
766194081,39
766194082,47
766194083,14
766194084,13
766194085,0
766194086,14
766194087,50
766194088,33
766194089,13
766194090,3
766194091,36
766194092,41
766194093,3
766194094,22
766194095,6
766194096,57
766194097,40
766194098,17
766194099,16
766194100,4
766194101,36
766194102,40
766194103,41
766194104,16
766194105,36
766194106,53
766194107,11
766194108,36
766194109,9
766194110,31
766194111,48
766194112,51
766194113,16
766194114,3
766194115,17
766194116,37
766194117,3
766194118,0
766194119,44
766194120,0
766194121,4
766194122,14
766194123,16
766194124,38
766194125,32
766194126,36
766194127,36
766194128,0
766194129,51
766194130,3
766194131,36
766194132,0
766194133,14
766194134,37
766194135,9
766194136,56
766194137,40
766194138,36
766194139,36
766194140,36
766194141,13
766194142,45
766194143,4
766194144,16
766194145,16
766194146,7
766194147,6
766194148,20
766194149,16
766194150,0
766194151,34
766194152,14
766194153,50
766194154,35
766194155,36
766194156,41
766194157,16
766194158,41
766194159,36
766194160,23
766194161,41
766194162,4
766194163,3
766194164,3
766194165,26
766194166,8
766194167,0
766194168,50
766194169,13
766194170,41
766194171,56
766194172,15
766194173,26
766194174,38
766194175,36
766194176,16
766194177,32
766194178,51
766194179,0
766194180,35
766194181,34
766194182,51
766194183,41
766194184,43
766194185,35
766194186,52
766194187,36
766194188,3
766194189,36
766194190,34
766194191,56
766194192,41
766194193,4
766194194,4
766194195,4
766194196,48
766194197,36
766194198,43
766194199,16
766194200,0
766194201,0
766194202,34
766194203,20
766194204,47
766194205,4
766194206,1
766194207,54
766194208,17
766194209,36
766194210,16
766194211,53
766194212,56
766194213,1
766194214,51
766194215,15
766194216,41
766194217,44
766194218,15
766194219,4
766194220,23
766194221,18
766194222,6
766194223,59
766194224,36
766194225,36
766194226,40
766194227,7
766194228,58
766194229,1
766194230,34
766194231,16
766194232,3
766194233,24
766194234,16
766194235,15
766194236,0
766194237,36
766194238,56
766194239,47
766194240,36
766194241,14
766194242,9
766194243,15
766194244,16
766194245,17
766194246,33
766194247,37
766194248,36
766194249,50
766194250,15
766194251,40
766194252,40
766194253,40
766194254,17
766194255,16
766194256,56
766194257,36
766194258,20
766194259,4
766194260,41
766194261,24
766194262,16
766194263,34
766194264,22
766194265,16
766194266,17
766194267,1
766194268,3
766194269,16
766194270,40
766194271,39
766194272,56
766194273,50
766194274,16
766194275,23
766194276,36
766194277,44
766194278,3
766194279,17
766194280,15
766194281,7
766194282,39
766194283,20
766194284,40
766194285,4
766194286,36
766194287,58
766194288,16
766194289,5
766194290,56
766194291,36
766194292,40
766194293,58
766194294,35
766194295,55
766194296,16
766194297,36
766194298,0
766194299,56
766194300,3
766194301,16
766194302,41
766194303,13
766194304,29
766194305,56
766194306,41
766194307,13
766194308,18
766194309,8
766194310,36
766194311,35
766194312,25
766194313,40
766194314,35
766194315,40
766194316,51
766194317,24
766194318,20
766194319,1
766194320,2
766194321,20
766194322,17
766194323,41
766194324,13
766194325,37
766194326,56
766194327,48
766194328,40
766194329,37
766194330,7
766194331,36
766194332,16
766194333,40
766194334,15
766194335,16
766194336,13
766194337,4
766194338,35
766194339,56
766194340,0
766194341,4
766194342,24
766194343,0
766194344,16
766194345,57
766194346,3
766194347,54
766194348,37
766194349,15
766194350,40
766194351,16
766194352,17
766194353,51
766194354,25
766194355,3
766194356,35
766194357,18
766194358,24
766194359,38
766194360,36
766194361,3
766194362,16
766194363,4
766194364,44
766194365,56
766194366,6
766194367,15
766194368,40
766194369,36
766194370,44
766194371,34
766194372,16
766194373,17
766194374,20
766194375,0
766194376,1
766194377,37
766194378,40
766194379,53
766194380,24
766194381,35
766194382,23
766194383,56
766194384,23
766194386,34
766194387,37
766194388,38
766194389,36
766194390,16
766194391,48
766194392,36
766194393,32
766194394,22
766194395,9
766194396,16
766194397,16
766194398,56
766194399,34
766194400,0
766194401,40
766194402,13
766194403,20
766194404,44
766194405,8
766194406,58
766194407,56
766194408,0
766194409,36
766194410,38
766194411,36
766194412,22
766194413,16
766194414,16
766194415,13
766194416,31
766194417,34
766194418,50
766194419,34
766194420,6
766194421,0
766194422,6
766194423,16
766194424,3
766194425,20
766194426,4
766194427,36
766194428,16
766194429,32
766194430,17
766194431,36
766194432,24
766194433,13
766194434,56
766194435,40
766194436,17
766194437,36
766194438,26
766194439,0
766194440,20
766194441,0
766194442,41
766194443,34
766194444,35
766194445,56
766194446,7
766194447,23
766194448,41
766194449,16
766194450,1
766194451,48
766194452,36
766194453,36
766194454,1
766194455,36
766194456,44
766194457,15
766194458,14
766194459,16
766194460,36
766194461,16
766194462,32
766194463,12
766194464,15
766194465,34
766194466,41
766194467,46
766194468,20
766194469,6
766194470,4
766194471,41
766194472,56
766194473,4
766194474,23
766194475,23
766194476,16
766194477,39
766194478,40
766194479,48
766194480,20
766194481,22
766194482,24
766194483,36
766194484,3
766194485,56
766194486,20
766194487,22
766194488,16
766194489,1
766194490,37
766194491,48
766194492,36
766194493,12
766194494,35
766194495,36
766194496,26
766194497,20
766194498,17
766194499,13
766194500,20
766194501,17
766194502,20
766194503,41
766194504,9
766194505,50
766194506,18
766194507,36
766194508,6
766194509,58
766194510,35
766194511,34
766194512,48
766194513,16
766194514,6
766194515,56
766194516,4
766194517,36
766194518,22
766194519,18
766194520,20
766194521,36
766194522,0
766194523,20
766194524,36
766194525,56
766194526,33
766194527,59
766194528,17
766194529,40
766194530,38
766194531,10
766194532,36
766194533,1
766194534,3
766194535,38
766194536,3
766194537,0
766194538,3
766194539,3
766194540,15
766194541,40
766194542,20
766194543,38
766194544,4
766194545,36
766194546,15
766194547,13
766194548,37
766194549,36
766194550,56
766194551,47
766194552,38
766194553,58
766194554,36
766194555,27
766194556,41
766194557,41
766194558,11
766194559,58
766194560,0
766194561,36
766194562,16
766194563,3
766194564,0
766194565,35
766194566,7
766194567,47
766194568,40
766194569,20
766194570,0
766194571,4
766194572,36
766194573,3
766194574,9
766194575,16
766194576,36
766194577,36
766194578,56
766194579,23
766194580,50
766194581,58
766194582,16
766194583,24
766194584,13
766194585,51
766194586,37
766194587,40
766194588,36
766194589,47
766194590,44
766194591,36
766194592,26
766194593,36
766194594,41
766194595,16
766194596,36
766194597,31
766194598,1
766194599,36
766194600,4
766194601,58
766194602,59
766194603,23
766194604,30
766194605,53
766194606,21
766194607,15
766194608,56
766194609,15
766194610,54
766194611,37
766194612,4
766194613,20
766194614,16
766194615,41
766194616,36
766194617,38
766194618,16
766194619,36
766194620,26
766194621,17
766194622,14
766194623,28
766194624,32
766194625,25
766194626,12
766194627,4
766194628,3
766194629,33
766194630,38
766194631,58
766194632,5
766194633,58
766194634,56
766194635,16
766194636,12
766194637,48
766194638,36
766194639,18
766194640,15
766194641,50
766194642,16
766194643,34
766194644,9
766194645,25
766194646,4
766194647,16
766194648,18
766194649,35
766194650,13
766194651,0
766194652,20
766194653,23
766194654,41
766194655,40
766194656,24
766194657,36
766194658,52
766194659,28
766194660,4
766194661,15
766194662,24
766194663,50
766194664,22
766194665,32
766194666,23
766194667,41
766194668,16
766194669,29
766194670,38
766194671,26
766194672,18
766194673,41
766194674,40
766194675,36
766194676,47
766194677,16
766194678,39
766194679,56
766194680,34
766194681,3
766194682,33
766194683,32
766194684,56
766194685,18
766194686,59
766194687,26
766194688,29
766194689,37
766194690,56
766194691,36
766194692,37
766194693,22
766194694,16
766194695,36
766194696,36
766194697,16
766194698,44
766194699,33
766194700,46
766194701,38
766194702,1
766194703,35
766194704,56
766194705,51
766194706,4
766194707,35
766194708,0
766194709,32
766194710,0
766194711,28
766194712,16
766194713,41
766194714,36
766194715,3
766194716,36
766194717,36
766194718,2
766194719,40
766194720,55
766194721,36
766194722,35
766194723,56
766194724,16
766194725,13
766194726,40
766194727,36
766194728,44
766194729,34
766194730,29
766194731,4
766194732,48
766194733,0
766194734,1
766194735,36
766194736,51
766194737,38
766194738,16
766194739,36
766194740,32
766194741,20
766194742,13
766194743,44
766194744,3
766194745,43
766194746,13
766194747,1
766194748,0
766194749,44
766194750,34
766194751,47
766194752,40
766194753,13
766194754,0
766194755,56
766194756,36
766194757,34
766194758,16
766194759,8
766194760,14
766194761,7
766194762,0
766194763,7
766194764,36
766194765,56
766194766,16
766194767,16
766194768,13
766194769,44
766194770,34
766194771,4
766194772,16
766194773,0
766194774,40
766194775,51
766194776,4
766194777,36
766194778,35
766194779,50
766194780,16
766194781,55
766194782,11
766194783,56
766194784,16
766194785,16
766194786,41
766194787,56
766194788,3
766194789,6
766194790,17
766194791,21
766194792,55
766194793,36
766194794,32
766194795,8
766194796,0
766194797,36
766194798,16
766194799,32
766194800,29
766194801,17
766194802,3
766194803,0
766194804,3
766194805,15
766194806,37
766194807,14
766194808,56
766194809,2
766194810,56
766194811,37
766194812,26
766194813,0
766194814,16
766194815,48
766194816,25
