id,cluster
766192693,41
766192694,39
766192695,31
766192696,7
766192697,34
766192698,50
766192699,7
766192700,37
766192701,55
766192702,38
766192703,47
766192704,47
766192705,23
766192706,7
766192707,47
766192708,15
766192709,2
766192710,41
766192711,13
766192712,51
766192713,18
766192714,30
766192715,17
766192716,47
766192717,17
766192718,39
766192719,23
766192720,37
766192721,22
766192722,23
766192723,2
766192724,58
766192725,47
766192726,47
766192727,47
766192728,12
766192729,39
766192730,33
766192731,6
766192732,53
766192733,7
766192734,32
766192735,7
766192736,47
766192737,59
766192738,41
766192739,38
766192740,47
766192741,45
766192742,47
766192743,54
766192744,7
766192745,39
766192746,2
766192747,9
766192748,47
766192749,47
766192750,32
766192751,13
766192752,17
766192753,9
766192754,38
766192755,54
766192756,47
766192757,7
766192758,49
766192759,47
766192760,7
766192761,0
766192762,39
766192763,12
766192764,47
766192765,43
766192766,17
766192767,13
766192768,15
766192769,13
766192770,31
766192771,20
766192772,47
766192773,4
766192774,7
766192775,16
766192776,54
766192777,36
766192778,36
766192779,28
766192780,29
766192781,48
766192782,47
766192783,36
766192784,43
766192785,4
766192786,51
766192787,46
766192788,58
766192789,15
766192790,21
766192791,47
766192792,42
766192793,18
766192794,27
766192795,2
766192796,32
766192797,39
766192798,47
766192799,36
766192800,47
766192801,50
766192802,47
766192803,37
766192804,35
766192805,58
766192806,28
766192807,58
766192808,13
766192809,2
766192810,57
766192811,7
766192812,47
766192813,51
766192814,47
766192815,40
766192816,17
766192817,27
766192818,46
766192819,41
766192820,47
766192821,52
766192822,7
766192823,47
766192824,47
766192825,49
766192826,26
766192827,47
766192828,21
766192829,36
766192830,2
766192831,7
766192832,18
766192833,7
766192834,52
766192835,50
766192836,44
766192837,23
766192838,23
766192839,47
766192840,41
766192841,32
766192842,37
766192843,45
766192844,2
766192845,47
766192846,49
766192847,38
766192848,33
766192849,27
766192850,51
766192851,58
766192852,41
766192853,54
766192854,32
766192855,47
766192856,55
766192857,21
766192858,47
766192859,7
766192860,46
766192861,34
766192862,15
766192863,41
766192864,7
766192865,47
766192866,47
766192867,47
766192868,14
766192869,58
766192870,52
766192871,33
766192872,17
766192873,40
766192874,7
766192875,42
766192876,7
766192877,2
766192878,47
766192879,47
766192880,7
766192881,47
766192882,46
766192883,37
766192884,47
766192885,29
766192886,23
766192887,47
766192888,49
766192889,7
766192890,2
766192891,23
766192892,19
766192893,43
766192894,15
766192895,53
766192896,46
766192897,43
766192898,32
766192899,47
766192900,37
766192901,47
766192902,7
766192903,58
766192904,47
766192905,20
766192906,36
766192907,41
766192908,47
766192909,35
766192910,33
766192911,7
766192912,35
766192913,7
766192914,9
766192915,39
766192916,7
766192917,47
766192918,58
766192919,47
766192920,38
766192921,56
766192922,27
766192923,7
766192924,36
766192925,28
766192926,44
766192927,49
766192928,54
766192929,47
766192930,40
766192931,20
766192932,22
766192933,59
766192934,47
766192935,27
766192936,40
766192937,17
766192938,36
766192939,47
766192940,47
766192941,39
766192942,47
766192943,10
766192944,33
766192945,18
766192946,32
766192947,12
766192948,47
766192949,2
766192950,14
766192951,39
766192952,18
766192953,7
766192954,50
766192955,54
766192956,47
766192957,13
766192958,57
766192959,47
766192960,21
766192961,7
766192962,22
766192963,58
766192964,47
766192965,47
766192966,59
766192967,32
766192968,28
766192969,23
766192970,36
766192971,40
766192972,48
766192973,31
766192974,50
766192975,14
766192976,47
766192977,40
766192978,33
766192979,57
766192980,47
766192981,47
766192982,49
766192983,39
766192984,10
766192985,17
766192986,54
766192987,13
766192988,35
766192989,38
766192990,49
766192991,53
766192992,53
766192993,4
766192994,36
766192995,47
766192996,7
766192997,47
766192998,47
766192999,54
766193000,51
766193001,47
766193002,37
766193003,46
766193004,6
766193005,7
766193006,49
766193007,37
766193008,42
766193009,57
766193010,26
766193011,17
766193012,2
766193013,6
766193014,6
766193015,47
766193016,15
766193017,53
766193018,2
766193019,47
766193020,7
766193021,47
766193022,36
766193023,47
766193024,15
766193025,51
766193026,19
766193027,28
766193028,23
766193029,2
766193030,42
766193031,7
766193032,56
766193033,15
766193034,51
766193035,30
766193036,9
766193037,7
766193038,19
766193039,55
766193040,40
766193041,46
766193042,47
766193043,49
766193044,22
766193045,18
766193046,49
766193047,9
766193048,47
766193049,19
766193050,23
766193051,16
766193052,7
766193053,42
766193054,28
766193055,37
766193056,59
766193057,36
766193058,35
766193059,9
766193060,54
766193061,42
766193062,47
766193063,58
766193064,54
766193065,51
766193066,20
766193067,42
766193068,41
766193069,37
766193070,3
766193071,2
766193072,46
766193073,32
766193074,47
766193075,37
766193076,2
766193077,48
766193078,27
766193079,47
766193080,58
766193081,34
766193082,7
766193083,21
766193084,40
766193085,49
766193086,16
766193087,47
766193088,28
766193089,42
766193090,47
766193091,42
766193092,7
766193093,28
766193094,47
766193095,54
766193096,35
766193097,17
766193098,41
766193099,52
766193100,7
766193101,9
766193102,44
766193103,44
766193104,47
766193105,25
766193106,37
766193107,58
766193108,47
766193109,27
766193110,49
766193111,13
766193112,58
766193113,47
766193114,47
766193115,49
766193116,47
766193117,16
766193118,51
766193119,54
766193120,47
766193121,11
766193122,15
766193123,25
766193124,51
766193125,52
766193126,37
766193127,28
766193128,55
766193129,47
766193130,21
766193131,19
766193132,2
766193133,47
766193134,40
766193135,47
766193136,1
766193137,7
766193138,37
766193139,7
766193140,54
766193141,51
766193142,36
766193143,7
766193144,54
766193145,2
766193146,7
766193147,17
766193148,8
766193149,15
766193150,28
766193151,59
766193152,47
766193153,57
766193154,58
766193155,10
766193156,4
766193157,48
766193158,49
766193159,47
766193160,18
766193161,41
766193162,7
766193163,22
766193164,22
766193165,28
766193166,51
766193167,15
766193168,47
766193169,48
766193170,47
766193171,57
766193172,32
766193173,4
766193174,17
766193175,28
766193176,47
766193177,47
766193178,14
766193179,47
766193180,19
766193181,51
766193182,12
766193183,47
766193184,17
766193185,37
766193186,59
766193187,2
766193188,54
766193189,47
766193190,47
766193191,17
766193192,31
766193193,27
766193194,22
766193195,47
766193196,47
766193197,47
766193198,49
766193199,35
766193200,29
766193201,52
766193202,34
766193203,47
766193204,47
766193205,36
766193206,11
766193207,7
766193208,49
766193209,47
766193210,36
766193211,0
766193212,53
766193213,49
766193214,57
766193215,7
766193216,54
766193217,7
766193218,33
766193219,5
766193220,36
766193221,7
766193222,5
766193223,7
766193224,17
766193225,59
766193226,37
766193227,37
766193228,59
766193229,2
766193230,47
766193231,7
766193232,15
766193233,36
766193234,32
766193235,47
766193236,23
766193237,5
766193238,48
766193239,5
766193240,47
766193241,47
766193242,21
766193243,8
766193244,38
766193245,7
766193246,2
766193247,7
766193248,47
766193249,19
766193250,54
766193251,50
766193252,16
766193253,34
766193254,36
766193255,9
766193256,47
766193257,36
766193258,15
766193259,6
766193260,44
766193261,32
766193262,22
766193263,47
766193264,58
766193265,47
766193266,18
766193267,47
766193268,49
766193269,49
766193270,49
766193271,47
766193272,32
766193273,47
766193274,41
766193275,52
766193276,49
766193277,53
766193278,52
766193279,9
766193280,31
766193281,31
766193282,20
766193283,47
766193284,35
766193285,32
766193286,22
766193287,46
766193288,47
766193289,36
766193290,51
766193291,50
766193292,18
766193293,11
766193294,18
766193295,38
766193296,10
766193297,14
766193298,24
766193299,41
766193300,49
766193301,5
766193302,47
766193303,31
766193304,40
766193305,7
766193306,6
766193307,43
766193308,47
766193309,50
766193310,17
766193311,7
766193312,2
766193313,47
766193314,39
766193315,19
766193316,47
766193317,32
766193318,13
766193319,40
766193320,17
766193321,23
766193322,37
766193323,2
766193324,36
766193325,47
766193326,38
766193327,47
766193328,28
766193329,52
766193330,31
766193331,18
766193332,32
766193333,10
766193334,28
766193335,36
766193336,14
766193337,54
766193338,28
766193339,47
766193340,47
766193341,47
766193342,47
766193343,37
766193344,36
766193345,41
766193346,46
766193347,34
766193348,32
766193349,17
766193350,58
766193351,39
766193352,9
766193353,37
766193354,6
766193355,47
766193356,47
766193357,31
766193358,32
766193359,2
766193360,32
766193361,23
766193362,47
766193363,7
766193364,5
766193365,13
766193366,22
766193367,47
766193368,29
766193369,47
766193370,16
766193371,47
766193372,7
766193373,49
766193374,35
766193375,13
766193376,7
766193377,37
766193378,47
766193379,11
766193380,47
766193381,47
766193382,42
766193383,18
766193384,31
766193385,47
766193386,59
766193387,6
766193388,27
766193389,37
766193390,7
766193391,32
766193392,51
766193393,16
766193394,41
766193395,47
766193396,57
766193397,47
766193398,30
766193399,57
766193400,47
766193401,47
766193402,32
766193403,47
766193404,10
766193405,51
766193406,43
766193407,7
766193408,39
766193409,47
766193410,51
766193411,7
766193412,38
766193413,47
766193414,18
766193415,54
766193416,55
766193417,47
766193418,49
766193419,14
766193420,49
766193421,47
766193422,47
766193423,47
766193424,14
766193425,47
766193426,0
766193427,47
766193428,23
766193429,31
766193430,4
766193431,57
766193432,9
766193433,7
766193434,38
766193435,47
766193436,32
766193437,54
766193438,54
766193439,58
766193440,47
766193441,9
766193442,17
766193443,47
766193444,22
766193445,27
766193446,28
766193447,46
766193448,49
766193449,27
766193450,35
766193451,57
766193452,36
766193453,0
766193454,28
766193455,0
766193456,12
766193457,47
766193458,47
766193459,47
766193460,47
766193461,28
766193462,32
766193463,50
766193464,7
766193465,15
766193466,7
766193467,47
766193468,47
766193469,5
766193470,42
766193471,47
766193472,14
766193473,48
766193474,4
766193475,7
766193476,33
766193477,37
766193478,47
766193479,9
766193480,23
766193481,51
766193482,28
766193483,14
766193484,51
766193485,58
766193486,18
766193487,36
766193488,41
766193489,5
766193490,41
766193491,27
766193492,49
766193493,2
766193494,47
766193495,38
766193496,12
766193497,7
766193498,49
766193499,17
766193500,47
766193501,57
766193502,16
766193503,50
766193504,50
766193505,47
766193506,49
766193507,6
766193508,7
766193509,32
766193510,7
766193511,47
766193512,47
766193513,47
766193514,23
766193515,2
766193516,7
766193517,49
766193518,47
766193519,44
766193520,47
766193521,51
766193522,14
766193523,28
766193524,41
766193525,20
766193526,2
766193527,37
766193528,31
766193529,41
766193530,38
766193531,20
766193532,36
766193533,36
766193534,41
766193535,45
766193536,0
766193537,14
766193538,9
766193539,47
766193540,57
766193541,51
766193542,41
766193543,5
766193544,33
766193545,47
766193546,47
766193547,36
766193548,28
766193549,30
766193550,49
766193551,2
766193552,35
766193553,56
766193554,28
766193555,32
766193556,11
766193557,36
766193558,36
766193559,9
766193560,32
766193561,47
766193562,47
766193563,0
766193564,7
766193565,28
766193566,39
766193567,47
766193568,28
766193569,18
766193570,46
766193571,13
766193572,47
766193573,44
766193574,36
766193575,37
766193576,13
766193577,36
766193578,56
766193579,49
766193580,47
766193581,20
766193582,47
766193583,7
766193584,39
766193585,47
766193586,20
766193587,49
766193588,36
766193589,42
766193590,35
766193591,23
766193592,30
766193593,6
766193594,2
766193595,2
766193596,7
766193597,39
766193598,47
766193599,22
766193600,51
766193601,31
766193602,28
766193603,32
766193604,7
766193605,41
766193606,7
766193607,0
766193608,2
766193609,7
766193610,7
766193611,49
766193612,7
766193613,15
766193614,28
766193615,7
766193616,19
766193617,47
766193618,7
766193619,39
766193620,31
766193621,36
766193622,25
766193623,37
766193624,37
766193625,9
766193626,1
766193627,12
766193628,57
766193629,58
766193630,45
766193631,41
766193632,47
766193633,15
766193634,46
766193635,31
766193636,2
766193637,54
766193638,47
766193639,49
766193640,32
766193641,22
766193642,14
766193643,47
766193644,7
766193645,47
766193646,7
766193647,43
766193648,47
766193649,38
766193650,36
766193651,54
766193652,47
766193653,47
766193654,48
766193655,32
766193656,23
766193657,37
766193658,6
766193659,7
766193660,47
766193661,23
766193662,22
766193663,55
766193664,5
766193665,50
766193666,47
766193667,2
766193668,49
766193669,9
766193670,7
766193671,7
766193672,49
766193673,47
766193674,47
766193675,49
766193676,41
766193677,37
766193678,42
766193679,49
766193680,50
766193681,20
766193682,1
766193683,49
766193684,7
766193685,33
766193686,20
766193687,7
766193688,47
766193689,15
766193690,40
766193691,47
766193692,8
766193693,13
766193694,18
766193695,11
766193696,1
766193697,47
766193698,47
766193699,7
766193700,54
766193701,47
766193702,46
766193703,49
766193704,32
766193705,47
766193706,27
766193707,9
766193708,47
766193709,2
766193710,47
766193711,58
766193712,49
766193713,47
766193714,28
766193715,29
766193716,2
766193717,45
766193718,32
766193719,13
766193720,0
766193721,47
766193722,47
766193723,7
766193724,2
766193725,37
766193726,15
766193727,43
766193728,57
766193729,47
766193730,7
766193731,54
766193732,37
766193733,47
766193734,51
766193735,45
766193736,7
766193737,37
766193738,47
766193739,49
766193740,7
766193741,51
766193742,28
766193743,17
766193744,42
766193745,47
766193746,28
766193747,58
766193748,34
766193749,47
766193750,47
766193751,38
766193752,58
766193753,52
766193754,7
766193755,47
766193756,47
766193757,36
766193758,32
766193759,47
766193760,50
766193761,31
766193762,36
766193763,7
766193764,49
766193765,40
766193766,47
766193767,45
766193768,5
766193769,12
766193770,33
766193771,40
766193772,42
766193773,7
766193774,21
766193775,36
766193776,32
766193777,33
766193778,13
766193779,7
766193780,47
766193781,47
766193782,38
766193783,20
766193784,2
766193785,1
766193786,47
766193787,47
766193788,37
766193789,22
766193790,17
766193791,18
766193792,47
766193793,49
766193794,47
766193795,47
766193796,47
766193797,47
766193798,42
766193799,58
766193800,7
766193801,47
766193802,5
766193803,47
766193804,37
766193805,47
766193806,2
766193807,56
766193808,50
766193809,57
766193810,32
766193811,59
766193812,44
766193813,47
766193814,36
766193815,59
766193816,4
766193817,17
766193818,31
766193819,28
766193820,23
766193821,38
766193822,9
766193823,47
766193824,27
766193825,47
766193826,47
766193827,47
766193828,47
766193829,22
766193830,40
766193831,13
766193832,47
766193833,47
766193834,40
766193835,47
766193836,31
766193837,35
766193838,47
766193839,7
766193840,37
766193841,32
766193842,23
766193843,57
766193844,32
766193845,2
766193846,53
766193847,47
766193848,42
766193849,47
766193850,47
766193851,3
766193852,7
766193853,16
766193854,6
766193855,18
766193856,11
766193857,2
766193858,1
766193859,47
766193860,36
766193861,7
766193862,5
766193863,58
766193864,47
766193865,47
766193866,48
766193867,49
766193868,54
766193869,47
766193870,47
766193871,49
766193872,47
766193873,18
766193874,47
766193875,47
766193876,7
766193877,32
766193878,5
766193879,14
766193880,20
766193881,22
766193882,32
766193883,17
766193884,47
766193885,41
766193886,7
766193887,30
766193888,34
766193889,1
766193890,32
766193891,47
766193892,12
766193893,49
766193894,27
766193895,2
766193896,54
766193897,2
766193898,39
766193899,47
766193900,13
766193901,13
766193902,16
766193903,7
766193904,2
766193905,8
766193906,47
766193907,37
766193908,7
766193909,37
766193910,20
766193911,47
766193912,47
766193913,47
766193914,41
766193915,38
766193916,27
766193917,51
766193918,5
766193919,11
766193920,50
766193921,32
766193922,37
766193923,47
766193924,41
766193925,11
766193926,17
766193927,47
766193928,47
766193929,37
766193930,7
766193931,36
766193932,0
766193933,28
766193934,17
766193935,47
766193936,47
766193937,34
766193938,39
766193939,47
766193940,28
766193941,47
766193942,32
766193943,47
766193944,49
766193945,20
766193946,50
766193947,0
766193948,37
766193949,13
766193950,6
766193951,47
766193952,47
766193953,14
766193954,38
766193955,32
766193956,54
766193957,47
766193958,14
766193959,7
766193960,35
766193961,47
766193962,14
766193963,0
766193964,41
766193965,47
766193966,32
766193967,59
766193968,47
766193969,58
766193970,15
766193971,47
766193972,49
766193973,22
766193974,5
766193975,49
766193976,17
766193977,52
766193978,40
766193979,23
766193980,47
766193981,57
766193982,28
766193983,47
766193984,36
766193985,47
766193986,31
766193987,13
766193988,47
766193989,49
766193990,58
766193991,47
766193992,32
766193993,13
766193994,5
766193995,47
766193996,7
766193997,40
766193998,47
766193999,7
766194000,36
766194001,47
766194002,58
766194003,57
766194004,47
766194005,35
766194006,13
766194007,47
766194008,39
766194009,47
766194010,7
766194011,47
766194012,47
766194013,21
766194014,47
766194015,57
766194016,30
766194017,49
766194018,47
766194019,2
766194020,47
766194021,2
766194022,22
766194023,3
766194024,56
766194025,54
766194026,15
766194027,47
766194028,47
766194029,0
766194030,20
766194031,54
766194032,59
766194033,39
766194034,49
766194035,38
766194036,10
766194037,47
766194038,7
766194039,39
766194040,49
766194041,47
766194042,50
766194043,47
766194044,15
766194045,13
766194046,21
766194047,9
766194048,47
766194049,36
766194050,19
766194051,58
766194052,50
766194053,47
766194054,47
766194055,31
766194056,9
766194057,23
766194058,53
766194059,7
766194060,47
766194061,47
766194062,7
766194063,22
766194064,47
766194065,16
766194066,48
766194067,48
766194068,23
766194069,17
766194070,25
766194071,7
766194072,47
766194073,47
766194074,42
766194075,15
766194076,56
766194077,31
766194078,36
766194079,59
766194080,48
766194081,22
766194082,51
766194083,47
766194084,50
766194085,47
766194086,52
766194087,59
766194088,40
766194089,13
766194090,14
766194091,15
766194092,14
766194093,9
766194094,36
766194095,47
766194096,15
766194097,39
766194098,37
766194099,37
766194100,15
766194101,16
766194102,47
766194103,47
766194104,28
766194105,47
766194106,28
766194107,31
766194108,7
766194109,1
766194110,53
766194111,21
766194112,22
766194113,5
766194114,20
766194115,12
766194116,17
766194117,57
766194118,57
766194119,28
766194120,2
766194121,47
766194122,27
766194123,56
766194124,0
766194125,38
766194126,44
766194127,7
766194128,7
766194129,48
766194130,55
766194131,7
766194132,47
766194133,37
766194134,6
766194135,7
766194136,47
766194137,36
766194138,47
766194139,47
766194140,42
766194141,47
766194142,59
766194143,47
766194144,13
766194145,2
766194146,58
766194147,17
766194148,3
766194149,22
766194150,23
766194151,24
766194152,54
766194153,47
766194154,47
766194155,23
766194156,36
766194157,49
766194158,37
766194159,32
766194160,7
766194161,47
766194162,20
766194163,0
766194164,57
766194165,11
766194166,54
766194167,47
766194168,47
766194169,7
766194170,20
766194171,49
766194172,32
766194173,28
766194174,37
766194175,49
766194176,38
766194177,47
766194178,12
766194179,13
766194180,47
766194181,55
766194182,7
766194183,47
766194184,49
766194185,48
766194186,2
766194187,7
766194188,47
766194189,7
766194190,7
766194191,7
766194192,22
766194193,47
766194194,13
766194195,52
766194196,57
766194197,42
766194198,49
766194199,31
766194200,47
766194201,47
766194202,21
766194203,47
766194204,28
766194205,50
766194206,57
766194207,34
766194208,2
766194209,7
766194210,15
766194211,28
766194212,35
766194213,49
766194214,38
766194215,32
766194216,51
766194217,41
766194218,32
766194219,3
766194220,33
766194221,27
766194222,7
766194223,47
766194224,13
766194225,47
766194226,37
766194227,47
766194228,52
766194229,7
766194230,38
766194231,0
766194232,41
766194233,44
766194234,15
766194235,32
766194236,54
766194237,32
766194238,10
766194239,50
766194240,47
766194241,18
766194242,9
766194243,32
766194244,37
766194245,36
766194246,6
766194247,47
766194248,54
766194249,18
766194250,32
766194251,0
766194252,23
766194253,7
766194254,47
766194255,47
766194256,52
766194257,46
766194258,5
766194259,52
766194260,57
766194261,51
766194262,7
766194263,47
766194264,48
766194265,49
766194266,49
766194267,7
766194268,7
766194269,33
766194270,47
766194271,22
766194272,33
766194273,13
766194274,53
766194275,49
766194276,49
766194277,47
766194278,14
766194279,58
766194280,32
766194281,47
766194282,11
766194283,47
766194284,47
766194285,47
766194286,23
766194287,36
766194288,22
766194289,30
766194290,19
766194291,52
766194292,47
766194293,59
766194294,51
766194295,37
766194296,28
766194297,58
766194298,4
766194299,36
766194300,7
766194301,8
766194302,47
766194303,40
766194304,32
766194305,47
766194306,47
766194307,52
766194308,5
766194309,47
766194310,35
766194311,23
766194312,49
766194313,50
766194314,7
766194315,47
766194316,22
766194317,44
766194318,47
766194319,31
766194320,47
766194321,4
766194322,37
766194323,48
766194324,47
766194325,35
766194326,23
766194327,39
766194328,28
766194329,13
766194330,33
766194331,32
766194332,39
766194333,15
766194334,32
766194335,52
766194336,59
766194337,13
766194338,1
766194339,47
766194340,19
766194341,48
766194342,44
766194343,47
766194344,22
766194345,15
766194346,14
766194347,18
766194348,17
766194349,32
766194350,47
766194351,47
766194352,32
766194353,7
766194354,33
766194355,59
766194356,47
766194357,9
766194358,15
766194359,49
766194360,23
766194361,41
766194362,37
766194363,13
766194364,50
766194365,47
766194366,7
766194367,32
766194368,51
766194369,1
766194370,7
766194371,47
766194372,37
766194373,53
766194374,31
766194375,50
766194376,47
766194377,13
766194378,47
766194379,12
766194380,44
766194381,4
766194382,47
766194383,40
766194384,9
766194386,50
766194387,16
766194388,37
766194389,47
766194390,47
766194391,37
766194392,47
766194393,22
766194394,40
766194395,22
766194396,36
766194397,54
766194398,7
766194399,31
766194400,7
766194401,32
766194402,3
766194403,7
766194404,4
766194405,49
766194406,36
766194407,49
766194408,27
766194409,47
766194410,47
766194411,47
766194412,55
766194413,40
766194414,47
766194415,48
766194416,18
766194417,39
766194418,18
766194419,7
766194420,42
766194421,4
766194422,7
766194423,47
766194424,40
766194425,47
766194426,51
766194427,47
766194428,47
766194429,47
766194430,58
766194431,47
766194432,46
766194433,47
766194434,47
766194435,31
766194436,47
766194437,47
766194438,36
766194439,37
766194440,38
766194441,47
766194442,47
766194443,47
766194444,7
766194445,47
766194446,21
766194447,7
766194448,7
766194449,49
766194450,47
766194451,47
766194452,14
766194453,12
766194454,0
766194455,40
766194456,41
766194457,32
766194458,4
766194459,39
766194460,17
766194461,34
766194462,47
766194463,49
766194464,32
766194465,56
766194466,47
766194467,36
766194468,47
766194469,25
766194470,43
766194471,47
766194472,49
766194473,33
766194474,6
766194475,18
766194476,38
766194477,51
766194478,47
766194479,11
766194480,29
766194481,36
766194482,51
766194483,47
766194484,41
766194485,47
766194486,47
766194487,36
766194488,28
766194489,57
766194490,17
766194491,54
766194492,47
766194493,53
766194494,49
766194495,27
766194496,10
766194497,18
766194498,58
766194499,23
766194500,23
766194501,58
766194502,18
766194503,47
766194504,54
766194505,47
766194506,54
766194507,47
766194508,57
766194509,31
766194510,34
766194511,59
766194512,34
766194513,31
766194514,47
766194515,46
766194516,47
766194517,2
766194518,55
766194519,6
766194520,47
766194521,47
766194522,49
766194523,47
766194524,7
766194525,49
766194526,47
766194527,54
766194528,13
766194529,28
766194530,48
766194531,16
766194532,58
766194533,2
766194534,31
766194535,16
766194536,27
766194537,31
766194538,47
766194539,49
766194540,46
766194541,49
766194542,47
766194543,37
766194544,47
766194545,47
766194546,32
766194547,2
766194548,2
766194549,14
766194550,21
766194551,45
766194552,37
766194553,47
766194554,36
766194555,5
766194556,15
766194557,17
766194558,29
766194559,47
766194560,47
766194561,50
766194562,7
766194563,47
766194564,37
766194565,47
766194566,49
766194567,6
766194568,7
766194569,47
766194570,46
766194571,7
766194572,21
766194573,7
766194574,11
766194575,36
766194576,7
766194577,27
766194578,45
766194579,47
766194580,15
766194581,42
766194582,36
766194583,51
766194584,15
766194585,16
766194586,17
766194587,6
766194588,32
766194589,14
766194590,54
766194591,46
766194592,57
766194593,42
766194594,29
766194595,54
766194596,47
766194597,18
766194598,51
766194599,7
766194600,47
766194601,43
766194602,47
766194603,37
766194604,33
766194605,28
766194606,45
766194607,0
766194608,2
766194609,28
766194610,20
766194611,47
766194612,17
766194613,23
766194614,55
766194615,32
766194616,13
766194617,35
766194618,28
766194619,47
766194620,2
766194621,18
766194622,47
766194623,47
766194624,7
766194625,33
766194626,15
766194627,46
766194628,47
766194629,36
766194630,37
766194631,56
766194632,42
766194633,31
766194634,37
766194635,47
766194636,47
766194637,47
766194638,59
766194639,27
766194640,32
766194641,20
766194642,7
766194643,41
766194644,7
766194645,49
766194646,26
766194647,42
766194648,27
766194649,50
766194650,8
766194651,13
766194652,39
766194653,8
766194654,47
766194655,23
766194656,58
766194657,47
766194658,36
766194659,30
766194660,47
766194661,32
766194662,44
766194663,36
766194664,47
766194665,53
766194666,48
766194667,51
766194668,7
766194669,2
766194670,37
766194671,23
766194672,2
766194673,50
766194674,47
766194675,38
766194676,7
766194677,49
766194678,21
766194679,7
766194680,19
766194681,7
766194682,43
766194683,32
766194684,47
766194685,27
766194686,42
766194687,16
766194688,47
766194689,7
766194690,30
766194691,47
766194692,47
766194693,36
766194694,32
766194695,8
766194696,44
766194697,57
766194698,41
766194699,7
766194700,37
766194701,37
766194702,42
766194703,50
766194704,22
766194705,34
766194706,11
766194707,20
766194708,7
766194709,0
766194710,47
766194711,2
766194712,28
766194713,37
766194714,47
766194715,28
766194716,39
766194717,47
766194718,37
766194719,47
766194720,7
766194721,33
766194722,7
766194723,21
766194724,36
766194725,49
766194726,19
766194727,47
766194728,41
766194729,28
766194730,58
766194731,5
766194732,47
766194733,49
766194734,57
766194735,32
766194736,47
766194737,37
766194738,47
766194739,35
766194740,47
766194741,36
766194742,47
766194743,40
766194744,30
766194745,49
766194746,59
766194747,29
766194748,32
766194749,41
766194750,7
766194751,50
766194752,47
766194753,38
766194754,22
766194755,40
766194756,47
766194757,59
766194758,37
766194759,47
766194760,32
766194761,47
766194762,42
766194763,7
766194764,7
766194765,44
766194766,47
766194767,7
766194768,10
766194769,14
766194770,31
766194771,35
766194772,17
766194773,21
766194774,9
766194775,36
766194776,37
766194777,7
766194778,20
766194779,2
766194780,47
766194781,47
766194782,55
766194783,47
766194784,54
766194785,13
766194786,31
766194787,28
766194788,27
766194789,0
766194790,2
766194791,20
766194792,47
766194793,49
766194794,5
766194795,13
766194796,51
766194797,49
766194798,37
766194799,13
766194800,37
766194801,58
766194802,7
766194803,7
766194804,22
766194805,6
766194806,5
766194807,7
766194808,47
766194809,2
766194810,35
766194811,17
766194812,21
766194813,9
766194814,7
766194815,50
766194816,50
